date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_country_win_percentage,away_country_win_percentage,away_country_weighted_score,home_country_weighted_score
2022-03-26,Spain,Albania,2.0,1.0,Friendly,Barcelona,Spain,False,55.26315789473685,31.25,-0.792763157894737,0.792763157894737
2022-03-29,Poland,Sweden,2.0,0.0,FIFA World Cup qualification,Chorzów,Poland,False,45.714285714285715,0.0,-0.9142857142857143,0.9142857142857143
2022-03-29,Portugal,North Macedonia,2.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,67.56756756756756,0.0,-1.3513513513513513,1.3513513513513513
2022-03-29,Albania,Georgia,0.0,0.0,Friendly,Tirana,Albania,False,31.25,45.16129032258064,0.0,0.0
2022-03-29,Austria,Scotland,2.0,2.0,Friendly,Vienna,Austria,False,50.0,46.875,-0.0625,0.0625
2022-03-29,Belgium,Burkina Faso,3.0,0.0,Friendly,Anderlecht,Belgium,False,50.0,0.0,-1.5,1.5
2022-03-29,Croatia,Bulgaria,2.0,1.0,Friendly,Al Rayyan,Qatar,True,51.28205128205128,0.0,-1.0256410256410255,1.0256410256410255
2022-03-29,Denmark,Serbia,3.0,0.0,Friendly,Copenhagen,Denmark,False,57.14285714285714,55.88235294117647,-1.7142857142857142,1.7142857142857142
2022-03-29,England,Ivory Coast,3.0,0.0,Friendly,London,England,False,53.84615384615385,0.0,-1.6153846153846154,1.6153846153846154
2022-03-29,Finland,Slovakia,0.0,2.0,Friendly,Murcia,Spain,True,0.0,37.5,0.75,-0.75
2022-03-29,France,South Africa,5.0,0.0,Friendly,Villeneuve D'Ascq,Algeria,True,57.89473684210527,0.0,-2.8947368421052633,2.8947368421052633
2022-03-29,Israel,Romania,2.0,2.0,Friendly,Netanya,Israel,False,0.0,40.625,0.8125,-0.8125
2022-03-29,Netherlands,Germany,1.0,1.0,Friendly,Amsterdam,Netherlands,False,58.333333333333336,44.44444444444444,-0.13888888888888895,0.13888888888888895
2022-03-29,Northern Ireland,Hungary,0.0,1.0,Friendly,Belfast,Northern Ireland,False,0.0,50.0,0.5,-0.5
2022-03-29,Qatar,Slovenia,0.0,0.0,Friendly,Al Rayyan,Qatar,False,0.0,45.45454545454545,0.0,0.0
2022-03-29,Spain,Iceland,5.0,0.0,Friendly,La Coruña,Spain,False,55.26315789473685,0.0,-2.7631578947368425,2.7631578947368425
